type,interaction,Model,Target,Accuracy,1.0_Precision,1.0_Recall,1.0_F1-Score,2.0_Precision,2.0_Recall,2.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score
train_metrics,PolygenicScoreEXT_x_Age,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_Age,random_forest,AST,0.2098855612369126,0.01981981981981982,0.4342105263157895,0.037909247558874204,0.12509197939661515,0.3359683794466403,0.18230563002680966,0.12430939226519337,0.15734265734265734,0.13888888888888887,0.8515950069348127,0.18956468045693114,0.31010101010101004,0.2802040496041103,0.27927156089050453,0.16730119414389572,0.6960485905845379,0.2098855612369126,0.2773964318352651
train_metrics,PolygenicScoreEXT_x_DelinquentPeer,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_DelinquentPeer,random_forest,AST,0.1850499147796445,0.022853957636566332,0.5394736842105263,0.04385026737967915,0.12822719449225473,0.29446640316205536,0.17865707434052758,0.10766423357664233,0.2062937062937063,0.14148681055155876,0.8474295190713101,0.15776474220438408,0.26600728787090056,0.2765437261941934,0.299499633967668,0.1575003600356665,0.6920467602309114,0.1850499147796445,0.2424630954878878
train_metrics,PolygenicScoreEXT_x_SchoolConnect,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_SchoolConnect,random_forest,AST,0.21816411005600195,0.02513227513227513,0.5,0.04785894206549118,0.11703703703703704,0.31225296442687744,0.17025862068965517,0.12474012474012475,0.2097902097902098,0.15645371577574968,0.837696335078534,0.19759184933621488,0.3197601798651012,0.27615144299699274,0.30490875588832556,0.1735828645989993,0.6842232526529927,0.21816411005600195,0.284937211336954
train_metrics,PolygenicScoreEXT_x_NeighborConnect,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_NeighborConnect,random_forest,AST,0.2101290479668858,0.0215633423180593,0.42105263157894735,0.041025641025641026,0.1271523178807947,0.3794466403162055,0.1904761904761905,0.1506849315068493,0.23076923076923078,0.18232044198895025,0.8488888888888889,0.1769064526088299,0.2927950945324477,0.28707237014864806,0.30204373881830343,0.17665434200580737,0.6960372262931397,0.2101290479668858,0.26783682948583853
train_metrics,PolygenicScoreEXT_x_ParentalWarmth,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_ParentalWarmth,random_forest,AST,0.22498173849525202,0.02363896848137536,0.4342105263157895,0.04483695652173913,0.12086428089128967,0.35375494071146246,0.1801711122294917,0.12100456621004566,0.1853146853146853,0.14640883977900554,0.8320707070707071,0.20345785736338376,0.32696601339617964,0.27439463066335446,0.29418450242633026,0.17459573048160398,0.6799703466943439,0.22498173849525202,0.2910859598370578
train_metrics,PolygenicScoreEXT_x_Is_Male,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_Is_Male,random_forest,AST,0.1762843925006087,0.020113851992409868,0.6973684210526315,0.03909996311324235,0.1506849315068493,0.17391304347826086,0.16146788990825686,0.1341991341991342,0.10839160839160839,0.11992263056092843,0.8401826484018264,0.17042297005248533,0.28336755646817247,0.286295141525055,0.2875240107437465,0.15096451001265004,0.6908954902966538,0.1762843925006087,0.2524469776554713
train_metrics,PolygenicScoreEXT_x_Race_1.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_Race_1.0,random_forest,AST,0.22352081811541272,0.023706896551724137,0.5789473684210527,0.04554865424430642,0.13998082454458294,0.2885375494071146,0.1885087153001937,0.1342925659472422,0.1958041958041958,0.1593172119487909,0.8495575221238938,0.20747144180302562,0.33349875930521095,0.28688445229186077,0.31769013885884717,0.1817183351996255,0.6970432211779142,0.22352081811541272,0.29817733422726994
train_metrics,PolygenicScoreEXT_x_Race_2.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_Race_2.0,random_forest,AST,0.19868517165814464,0.02223345123799899,0.5789473684210527,0.04282238442822384,0.12914798206278028,0.2845849802371542,0.17766810610734118,0.14285714285714285,0.16433566433566432,0.15284552845528454,0.8494152046783626,0.17937635072553257,0.29620188631149635,0.2859134452090712,0.3018110909298509,0.16738447632558648,0.6961654765104004,0.19868517165814464,0.26692629505916915
train_metrics,PolygenicScoreEXT_x_Race_3.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_Race_3.0,random_forest,AST,0.19600681762843924,0.020722635494155154,0.5131578947368421,0.03983656792645557,0.1370767960363336,0.32806324110671936,0.19336051252184042,0.1293800539083558,0.16783216783216784,0.14611872146118723,0.8584758942457231,0.17042297005248533,0.28438948995363217,0.2864138449211419,0.2948690684320537,0.16592632296577886,0.7033216206407664,0.19600681762843924,0.25902009028394835
train_metrics,PolygenicScoreEXT_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_Race_4.0,random_forest,AST,0.17287557828098368,0.021547502448579822,0.5789473684210527,0.041548630783758256,0.12556458897922312,0.274703557312253,0.1723496590204588,0.11421319796954314,0.15734265734265734,0.1323529411764706,0.8546099290780141,0.14881136153133684,0.25348409150670526,0.2789838046188401,0.28995123615182494,0.14993383062184823,0.6978134470690421,0.17287557828098368,0.23113088311921273
train_metrics,PolygenicScoreEXT_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_Race_5.0,random_forest,AST,0.1964937910883857,0.01873767258382643,0.5,0.03612167300380228,0.13404050144648022,0.274703557312253,0.18016850291639663,0.12535612535612536,0.15384615384615385,0.13814756671899528,0.8480463096960926,0.18092003704847176,0.2982188295165394,0.28154515227063115,0.2773674370517196,0.1631641430389334,0.6944052607269992,0.1964937910883857,0.26767750243722654
train_metrics,PolygenicScoreEXT_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,PolygenicScoreEXT_x_Race_nan,random_forest,AST,0.19454589724859994,0.020813165537270088,0.5657894736842105,0.040149393090569564,0.12909632571996027,0.25691699604743085,0.17184401850627892,0.13450292397660818,0.16083916083916083,0.1464968152866242,0.838150289017341,0.17906761346094474,0.2950903078097176,0.28064067606279486,0.29065331100793673,0.16339513367329755,0.6866669500315583,0.19454589724859994,0.26484052189109086
train_metrics,Age_x_DelinquentPeer,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_DelinquentPeer,random_forest,AST,0.15875334794253712,0.020833333333333332,0.5789473684210527,0.04021937842778793,0.12448132780082988,0.2964426877470356,0.17533606078316774,0.14511041009463724,0.16083916083916083,0.1525704809286899,0.8710359408033826,0.12719975301018832,0.22198275862068964,0.2903652530080458,0.29085724250435935,0.1475271696900838,0.7127727963841675,0.15875334794253712,0.20803847875208517
train_metrics,Age_x_SchoolConnect,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_SchoolConnect,random_forest,AST,0.20355490625760897,0.02394822006472492,0.4868421052631579,0.04565083281924738,0.11472148541114058,0.34189723320158105,0.1717974180734856,0.14360313315926893,0.19230769230769232,0.16442451420029894,0.8509687034277198,0.1762889780796542,0.2920716112531969,0.2833103855157135,0.29933400221302137,0.1684860940865572,0.6956969230165306,0.20355490625760897,0.2638043137934835
train_metrics,Age_x_NeighborConnect,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_NeighborConnect,random_forest,AST,0.21402483564645727,0.022278803309993635,0.4605263157894737,0.042501517911353974,0.11444521981856245,0.3241106719367589,0.16915936049510055,0.14323607427055704,0.1888111888111888,0.16289592760180996,0.8622589531680441,0.19326952763198518,0.31576292559899116,0.2855547626417893,0.29167942604235164,0.1725799329018139,0.7045105275949419,0.21402483564645727,0.281998807665214
train_metrics,Age_x_ParentalWarmth,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_ParentalWarmth,random_forest,AST,0.22132943754565376,0.0240831964969896,0.5789473684210527,0.046242774566473986,0.1256637168141593,0.28063241106719367,0.17359413202933988,0.12885154061624648,0.16083916083916083,0.14307931570762053,0.8537200504413619,0.20901512812596482,0.3358134920634921,0.2830796260921893,0.307358517113343,0.1746824285917316,0.6981901503865482,0.22132943754565376,0.29704739877280945
train_metrics,Age_x_Is_Male,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_Is_Male,random_forest,AST,0.17092768444119796,0.020875972165370446,0.6710526315789473,0.040492258832870186,0.14129110840438489,0.22924901185770752,0.17483044461190655,0.14615384615384616,0.13286713286713286,0.13919413919413923,0.8524871355060034,0.15344242050015436,0.26007326007326004,0.2902020155574012,0.29665279920098553,0.15364752567804402,0.7002887038327568,0.17092768444119796,0.23708995126168392
train_metrics,Age_x_Race_1.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_Race_1.0,random_forest,AST,0.19308497686876067,0.019428571428571427,0.4473684210526316,0.03723986856516977,0.1288782816229117,0.3201581027667984,0.18377765173000568,0.12581344902386118,0.20279720279720279,0.15528781793842036,0.8435054773082942,0.16640938561284346,0.27797833935018046,0.2794064448459096,0.2841832780573691,0.16357091939594406,0.6902327415028375,0.19308497686876067,0.2533737226374382
train_metrics,Age_x_Race_2.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_Race_2.0,random_forest,AST,0.19503287070854639,0.021897810218978103,0.5131578947368421,0.0420032310177706,0.12769353551476456,0.31620553359683795,0.18192154633314384,0.12165450121654502,0.17482517482517482,0.14347202295552366,0.8338368580060423,0.17042297005248533,0.2830043578569597,0.2762706762390825,0.29365289330283506,0.16260028954084943,0.6822176608172915,0.19503287070854639,0.25637415672410363
train_metrics,Age_x_Race_3.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_Race_3.0,random_forest,AST,0.16654492330168005,0.020264681555004136,0.6447368421052632,0.03929430633520449,0.14018691588785046,0.23715415019762845,0.17621145374449337,0.12949640287769784,0.1258741258741259,0.1276595744680851,0.863063063063063,0.14788514973757333,0.25250395361096467,0.28825276584590387,0.2889125669786477,0.1489173220396869,0.7073221153449513,0.16654492330168005,0.2304651343851902
train_metrics,Age_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_Race_4.0,random_forest,AST,0.18675432188945704,0.019383697813121274,0.5131578947368421,0.037356321839080456,0.13446808510638297,0.31225296442687744,0.18798334324806662,0.16516516516516516,0.19230769230769232,0.1777059773828756,0.8773424190800682,0.15899969126273542,0.2692106638787245,0.29908984179118436,0.29417956068353684,0.1680640765871868,0.7203465655551996,0.18675432188945704,0.24854051667348015
train_metrics,Age_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_Race_5.0,random_forest,AST,0.18091064037009982,0.0185546875,0.5,0.035781544256120526,0.13278388278388278,0.2865612648221344,0.18147684605757197,0.12324929971988796,0.15384615384615385,0.13685847589424574,0.8459016393442623,0.15930842852732324,0.26812159002338265,0.2801223773370083,0.27492896179890286,0.15555961405783023,0.6924089385182853,0.18091064037009982,0.24400633933773733
train_metrics,Age_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Age_x_Race_nan,random_forest,AST,0.1996591185780375,0.019161056447436563,0.4868421052631579,0.03687095166915795,0.1347785108388313,0.2826086956521739,0.18251435864709636,0.12318840579710146,0.17832167832167833,0.1457142857142857,0.8402282453637661,0.18184624884223527,0.2989847715736041,0.2793390546117839,0.28240468201981134,0.16602109190103603,0.6881873234881088,0.1996591185780375,0.2691113753697288
train_metrics,DelinquentPeer_x_SchoolConnect,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,DelinquentPeer_x_SchoolConnect,random_forest,AST,0.19308497686876067,0.02588801926550271,0.5657894736842105,0.04951065054691998,0.12193412754029433,0.3438735177865613,0.18003103983445423,0.1496437054631829,0.2202797202797203,0.1782178217821782,0.8578595317725752,0.15838221673355973,0.2673964034401876,0.2888313460103888,0.322081232121013,0.16878897890093503,0.7024765719925514,0.19308497686876067,0.246390495098678
train_metrics,DelinquentPeer_x_NeighborConnect,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,DelinquentPeer_x_NeighborConnect,random_forest,AST,0.20185049914779646,0.024944567627494457,0.5921052631578947,0.047872340425531915,0.11942809083263246,0.28063241106719367,0.16755162241887905,0.12142857142857143,0.17832167832167833,0.14447592067988668,0.8515850144092219,0.18246372337141092,0.3005339435545385,0.2793465610744801,0.30838076897954436,0.16510845676970903,0.6952371157051479,0.20185049914779646,0.26860700640464835
train_metrics,DelinquentPeer_x_ParentalWarmth,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,DelinquentPeer_x_ParentalWarmth,random_forest,AST,0.21085950815680546,0.026242322724734785,0.618421052631579,0.05034815211569362,0.125,0.2885375494071146,0.17443249701314217,0.11893203883495146,0.17132867132867133,0.14040114613180518,0.8478260869565217,0.1926520531028095,0.3139622641509434,0.279500112129052,0.3177348316175436,0.1697860148528961,0.6928092708268931,0.21085950815680546,0.27980711089068533
train_metrics,DelinquentPeer_x_Is_Male,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,DelinquentPeer_x_Is_Male,random_forest,AST,0.08181154127100074,0.018823529411764704,0.7368421052631579,0.036709275647328746,0.12100139082058414,0.17193675889328064,0.1420408163265306,0.12,0.08391608391608392,0.09876543209876544,0.7934272300469484,0.05217659771534424,0.09791425260718424,0.26331303756982427,0.2612178864469667,0.09385744416995224,0.6493518602660278,0.08181154127100074,0.10227751053940544
train_metrics,DelinquentPeer_x_Race_1.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,DelinquentPeer_x_Race_1.0,random_forest,AST,0.20258095933771608,0.017892644135188866,0.35526315789473684,0.03406940063091482,0.12656364974245768,0.33992094861660077,0.18445040214477212,0.12056737588652482,0.23776223776223776,0.15999999999999998,0.837037037037037,0.1744365544921272,0.28870720490546753,0.2755151767003021,0.2768457246914256,0.1668067519202886,0.6844524665669508,0.20258095933771608,0.26218743964499963
train_metrics,DelinquentPeer_x_Race_2.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,DelinquentPeer_x_Race_2.0,random_forest,AST,0.1882152422692963,0.01935812531839022,0.5,0.03727317312408043,0.13805004314063848,0.31620553359683795,0.19219219219219222,0.12396694214876033,0.15734265734265734,0.13867488443759632,0.8520900321543409,0.16363075023155293,0.2745402745402745,0.28336628569053246,0.28429473529276206,0.16067013107353587,0.6980030920272258,0.1882152422692963,0.25054272622151963
train_metrics,DelinquentPeer_x_Race_3.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,DelinquentPeer_x_Race_3.0,random_forest,AST,0.17044071098125152,0.020249892287806978,0.618421052631579,0.0392156862745098,0.12636165577342048,0.22924901185770752,0.16292134831460672,0.11594202898550725,0.11188811188811189,0.11387900355871886,0.8530405405405406,0.15591231861685706,0.26363873662229187,0.2788985293968188,0.2788676237485639,0.14491369369253182,0.6967703240165304,0.17044071098125152,0.23664812693972503
train_metrics,DelinquentPeer_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,DelinquentPeer_x_Race_4.0,random_forest,AST,0.17506695885074264,0.02130492676431425,0.631578947368421,0.041219407471017606,0.13891834570519618,0.25889328063241107,0.18081435472739818,0.13003095975232198,0.14685314685314685,0.13793103448275862,0.8469387755102041,0.1537511577647422,0.26025607525476874,0.28429825193300917,0.2977691331546803,0.1550552179839858,0.6945058207274488,0.17506695885074264,0.23789686926518766
train_metrics,DelinquentPeer_x_Race_5.0,random_forest,AST,0.9999807039209633,1.0,1.0,1.0,1.0,1.0,1.0,0.9999228216408119,1.0,0.9999614093312237,1.0,0.999922815683853,0.9999614063525143,0.999980705410203,0.9999807039209633,0.9999807039209345,0.999980705410203,0.9999807039209633,0.9999807039209343
test_metrics,DelinquentPeer_x_Race_5.0,random_forest,AST,0.1684928171414658,0.0189247311827957,0.5789473684210527,0.036651395251978344,0.1411637931034483,0.25889328063241107,0.18270571827057183,0.13214285714285715,0.12937062937062938,0.13074204946996468,0.8362369337979094,0.14819388700216116,0.25177025963808025,0.28211707880675263,0.27885129135656356,0.1504673556576488,0.6864454454819876,0.1684928171414658,0.23085237316781387
train_metrics,DelinquentPeer_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,DelinquentPeer_x_Race_nan,random_forest,AST,0.17360603847090333,0.019239177962396152,0.5789473684210527,0.03724079559881507,0.14830970556161396,0.26877470355731226,0.191145467322558,0.13043478260869565,0.14685314685314685,0.13815789473684212,0.8450946643717728,0.15158999691262737,0.2570680628272251,0.2857695826261196,0.2865413039360348,0.15590305512136007,0.6941984062005303,0.17360603847090333,0.2365976431270619
train_metrics,SchoolConnect_x_NeighborConnect,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,SchoolConnect_x_NeighborConnect,random_forest,AST,0.2055028000973947,0.02541847489150651,0.5394736842105263,0.04854943753700415,0.12338983050847457,0.35968379446640314,0.18374558303886923,0.15151515151515152,0.19230769230769232,0.1694915254237288,0.8628048780487805,0.17474529175671505,0.2906290115532735,0.29078208374097825,0.3165526156853342,0.1731038893882189,0.7066777189341067,0.2055028000973947,0.2645451587442706
train_metrics,SchoolConnect_x_ParentalWarmth,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,SchoolConnect_x_ParentalWarmth,random_forest,AST,0.17701485269052836,0.021953896816684963,0.5263157894736842,0.04214963119072709,0.11666666666666667,0.30434782608695654,0.1686746987951807,0.1311881188118812,0.1853146853146853,0.1536231884057971,0.8556149732620321,0.14819388700216116,0.25263157894736843,0.28135591388931624,0.2910430469693718,0.15426977433476835,0.6986994229041444,0.17701485269052836,0.23149809731079643
train_metrics,SchoolConnect_x_Is_Male,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,SchoolConnect_x_Is_Male,random_forest,AST,0.19722425127830534,0.02267864783910997,0.6973684210526315,0.04392871943638624,0.14075887392900857,0.22727272727272727,0.17384731670445958,0.14042553191489363,0.11538461538461539,0.126679462571977,0.8481894150417827,0.18802099413399198,0.3078089461713419,0.2880131171811987,0.30701168946099155,0.16306611122104117,0.696468172605757,0.19722425127830534,0.273807847059699
train_metrics,SchoolConnect_x_Race_1.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,SchoolConnect_x_Race_1.0,random_forest,AST,0.16995373752130508,0.019754404698344902,0.4868421052631579,0.03796818881477681,0.12123552123552124,0.3102766798418972,0.17434758467518047,0.13138686131386862,0.1888111888111888,0.15494978479196558,0.8522727272727273,0.1389317690645261,0.2389169100079639,0.2811623786301155,0.2812154357451925,0.1515456170724717,0.696599589596878,0.16995373752130508,0.22139590215774568
train_metrics,SchoolConnect_x_Race_2.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,SchoolConnect_x_Race_2.0,random_forest,AST,0.20306793279766253,0.017857142857142856,0.4605263157894737,0.034381139489194495,0.13632119514472454,0.2885375494071146,0.1851616994292961,0.1309192200557103,0.16433566433566432,0.14573643410852713,0.8451882845188284,0.18709478234022847,0.30637007077856415,0.28257146064410155,0.27512357796812026,0.16791233595139549,0.6928033645222282,0.20306793279766253,0.27521744970031914
train_metrics,SchoolConnect_x_Race_3.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
