type,interaction,Model,Target,Accuracy,1.0_Precision,1.0_Recall,1.0_F1-Score,2.0_Precision,2.0_Recall,2.0_F1-Score,3.0_Precision,3.0_Recall,3.0_F1-Score,4.0_Precision,4.0_Recall,4.0_F1-Score,macro avg_Precision,macro avg_Recall,macro avg_F1-Score,weighted avg_Precision,weighted avg_Recall,weighted avg_F1-Score
test_metrics,SchoolConnect_x_Race_3.0,random_forest,AST,0.18091064037009982,0.020163226116178587,0.5526315789473685,0.03890690134321445,0.1332116788321168,0.2885375494071146,0.1822721598002497,0.12852664576802508,0.14335664335664336,0.13553719008264464,0.8440065681444991,0.1586909539981476,0.26715176715176714,0.2814770297152049,0.2858041814273185,0.155967004594469,0.6913643558762036,0.18091064037009982,0.24330529523477498
train_metrics,SchoolConnect_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,SchoolConnect_x_Race_4.0,random_forest,AST,0.22157292427562697,0.020512820512820513,0.47368421052631576,0.03932277444019661,0.1381692573402418,0.31620553359683795,0.1923076923076923,0.10696517412935323,0.15034965034965034,0.125,0.8472222222222222,0.2071627045384378,0.33291987099975195,0.2782173685511594,0.2868505247528105,0.1723875844369102,0.6930161763213805,0.22157292427562697,0.29568387760733966
train_metrics,SchoolConnect_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,SchoolConnect_x_Race_5.0,random_forest,AST,0.19430241051862673,0.020309477756286266,0.5526315789473685,0.03917910447761194,0.13482056256062075,0.274703557312253,0.180871828236825,0.13095238095238096,0.15384615384615385,0.1414790996784566,0.8526785714285714,0.1769064526088299,0.2930196880593198,0.28469024817446487,0.2895219356786513,0.16363743011305332,0.6985734109507367,0.19430241051862673,0.26395241031417277
train_metrics,SchoolConnect_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,SchoolConnect_x_Race_nan,random_forest,AST,0.183345507669832,0.018715225088517955,0.4868421052631579,0.03604481246955674,0.13013100436681221,0.29446640316205536,0.18049666868564507,0.1270718232044199,0.16083916083916083,0.14197530864197533,0.8362760834670947,0.16085211485026243,0.26980838943552565,0.2780485340317112,0.27574994602865915,0.1570812948081757,0.6847600246171702,0.183345507669832,0.2455770712821756
train_metrics,NeighborConnect_x_ParentalWarmth,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,NeighborConnect_x_ParentalWarmth,random_forest,AST,0.19576333089846604,0.024121657052962767,0.6052631578947368,0.04639435199193142,0.1324561403508772,0.2984189723320158,0.18347509113001215,0.141439205955335,0.1993006993006993,0.16545718432510886,0.837138508371385,0.16980549552330967,0.282340862422998,0.28378887793263996,0.3181970812626904,0.1694168724675126,0.686827196121673,0.19576333089846604,0.2576545349326137
train_metrics,NeighborConnect_x_Is_Male,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,NeighborConnect_x_Is_Male,random_forest,AST,0.10883856829802775,0.01965435445611657,0.7631578947368421,0.03832177073009581,0.1400329489291598,0.16798418972332016,0.1527403414195867,0.1004566210045662,0.07692307692307693,0.08712871287128714,0.8545454545454545,0.08706390861376968,0.15802745867189688,0.2786723447338243,0.2737822674992522,0.10905457092321663,0.6985521606956057,0.10883856829802775,0.15022371995453135
train_metrics,NeighborConnect_x_Race_1.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,NeighborConnect_x_Race_1.0,random_forest,AST,0.16654492330168005,0.02012072434607646,0.5263157894736842,0.03875968992248062,0.12479201331114809,0.2964426877470356,0.1756440281030445,0.12814070351758794,0.17832167832167833,0.14912280701754388,0.8535645472061657,0.13677060821241124,0.2357637040979244,0.28165449709524454,0.2844626909387023,0.14982255728524835,0.6978372883838675,0.16654492330168005,0.21867771488542578
train_metrics,NeighborConnect_x_Race_2.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,NeighborConnect_x_Race_2.0,random_forest,AST,0.1984416849281714,0.0227765726681128,0.5526315789473685,0.04375,0.12684124386252046,0.30632411067193677,0.17939814814814817,0.12362637362637363,0.15734265734265734,0.13846153846153847,0.8463810930576071,0.1769064526088299,0.2926455566905005,0.2799063208036535,0.29830119989269815,0.16356381082504678,0.6921592871166166,0.1984416849281714,0.2633502364459445
train_metrics,NeighborConnect_x_Race_3.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,NeighborConnect_x_Race_3.0,random_forest,AST,0.20209398587776967,0.020748987854251014,0.5394736842105263,0.03996101364522417,0.13627992633517497,0.2924901185770751,0.18592964824120603,0.1246376811594203,0.15034965034965034,0.13629160063391443,0.8542857142857143,0.18462488422352577,0.3036303630363036,0.2839880774086402,0.2917345843401944,0.16645315638916205,0.6995890847785596,0.20209398587776967,0.2725969278556061
train_metrics,NeighborConnect_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,NeighborConnect_x_Race_4.0,random_forest,AST,0.2188945702459216,0.023068669527896997,0.5657894736842105,0.0443298969072165,0.13636363636363635,0.30237154150197626,0.18796068796068796,0.10601719197707736,0.12937062937062938,0.11653543307086613,0.8626943005181347,0.2056190182154986,0.33208676140613314,0.2820359495966863,0.3007876656930787,0.17022819483622592,0.704977106201072,0.2188945702459216,0.2939944812091038
train_metrics,NeighborConnect_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,NeighborConnect_x_Race_5.0,random_forest,AST,0.18991964937910885,0.021384928716904276,0.5526315789473685,0.0411764705882353,0.13316369804919423,0.3102766798418972,0.18635014836795252,0.13855421686746988,0.16083916083916083,0.14886731391585759,0.8465189873417721,0.16517443655449213,0.2764143632136399,0.28490545774383513,0.2972304640457296,0.1632020740214213,0.6940607722959516,0.18991964937910885,0.2520829707981019
train_metrics,NeighborConnect_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,NeighborConnect_x_Race_nan,random_forest,AST,0.1981981981981982,0.019105077928607342,0.5,0.036803874092009685,0.14167433302667892,0.30434782608695654,0.1933458882611425,0.15041782729805014,0.1888111888111888,0.16744186046511628,0.8452380952380952,0.1753627662858907,0.29046279723855795,0.2891088333728579,0.292130445296009,0.1720136050142066,0.6948830989816183,0.1981981981981982,0.2652367874944834
train_metrics,ParentalWarmth_x_Is_Male,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,ParentalWarmth_x_Is_Male,random_forest,AST,0.20647674701728755,0.020193521245267142,0.631578947368421,0.03913575214023644,0.1423670668953688,0.16403162055335968,0.1524334251606979,0.11560693641618497,0.13986013986013987,0.1265822784810127,0.8451935081148564,0.20901512812596482,0.33514851485148517,0.28084025816791935,0.28612145897697133,0.16332499265835804,0.6925292914688934,0.20647674701728755,0.29263554943839815
train_metrics,ParentalWarmth_x_Race_1.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,ParentalWarmth_x_Race_1.0,random_forest,AST,0.2086681275870465,0.01832460732984293,0.4605263157894737,0.03524672708962739,0.12871287128712872,0.2826086956521739,0.17687074829931973,0.14868804664723032,0.17832167832167833,0.16216216216216214,0.845222072678331,0.19388700216116087,0.31541938724259166,0.28523689948563324,0.2788359229811217,0.17242475619842523,0.6931386554113896,0.2086681275870465,0.28249260373883617
train_metrics,ParentalWarmth_x_Race_2.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,ParentalWarmth_x_Race_2.0,random_forest,AST,0.20233747260774287,0.01961796592669076,0.5,0.037754595131644315,0.13720316622691292,0.308300395256917,0.18989653073645768,0.1510574018126888,0.17482517482517482,0.1620745542949757,0.8361823361823362,0.1812287743130596,0.29789393554935295,0.2860152175371572,0.29108858609878785,0.17190490392810764,0.6872444049998204,0.20233747260774287,0.27031623412597267
train_metrics,ParentalWarmth_x_Race_3.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,ParentalWarmth_x_Race_3.0,random_forest,AST,0.20282444606768932,0.02048780487804878,0.5526315789473685,0.03951081843838194,0.13951219512195123,0.2826086956521739,0.18680600914435008,0.12149532710280374,0.13636363636363635,0.128500823723229,0.8565400843881856,0.18802099413399198,0.3083544303797469,0.28450885287274735,0.2899062262742927,0.16579302042142696,0.7015415731159421,0.20282444606768932,0.27587969282035596
train_metrics,ParentalWarmth_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,ParentalWarmth_x_Race_4.0,random_forest,AST,0.18091064037009982,0.01974000962927299,0.5394736842105263,0.03808639108221087,0.12876712328767123,0.27865612648221344,0.17613991255465336,0.12650602409638553,0.14685314685314685,0.13592233009708737,0.8606965174129353,0.16023464032108675,0.2701717855283706,0.28392741860656623,0.28130439946674335,0.15508010481558054,0.70383081273617,0.18091064037009982,0.2449431607521456
train_metrics,ParentalWarmth_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,ParentalWarmth_x_Race_5.0,random_forest,AST,0.18261504747991233,0.020937188434695914,0.5526315789473685,0.040345821325648415,0.12369337979094076,0.28063241106719367,0.1717049576783555,0.15384615384615385,0.1888111888111888,0.1695447409733124,0.8504983388704319,0.1580734794689719,0.26659724030200466,0.2872437652355556,0.29503716457368073,0.16204819006983023,0.6970889204033557,0.18261504747991233,0.24396085908511264
train_metrics,ParentalWarmth_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,ParentalWarmth_x_Race_nan,random_forest,AST,0.2055028000973947,0.021169354838709676,0.5526315789473685,0.040776699029126215,0.14368370298939248,0.29446640316205536,0.1931302657161374,0.11497326203208556,0.15034965034965034,0.1303030303030303,0.8567415730337079,0.1883297313985798,0.3087825866869147,0.2841419732234739,0.29644434096441347,0.16824814543380218,0.7017728591862019,0.2055028000973947,0.27714546104800647
train_metrics,Is_Male_x_Race_1.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Is_Male_x_Race_1.0,random_forest,AST,0.0947163379595812,0.020059880239520957,0.881578947368421,0.0392271662763466,0.12406947890818859,0.09881422924901186,0.11001100110011003,0.2,0.038461538461538464,0.06451612903225806,0.8446601941747572,0.08058042605742513,0.1471251409244645,0.2971973883306167,0.2748587852840991,0.0902198593332948,0.6957287743262199,0.0947163379595812,0.1348032080718832
train_metrics,Is_Male_x_Race_2.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Is_Male_x_Race_2.0,random_forest,AST,0.21426832237643048,0.0206286836935167,0.5526315789473685,0.03977272727272728,0.13917525773195877,0.26679841897233203,0.1829268292682927,0.12052117263843648,0.12937062937062938,0.12478920741989882,0.8387909319899244,0.2056190182154986,0.33027522935779813,0.2797790115134591,0.2886049113764571,0.16944099832967924,0.6874368990657501,0.21426832237643048,0.2924360565119266
train_metrics,Is_Male_x_Race_3.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Is_Male_x_Race_3.0,random_forest,AST,0.1658144631117604,0.021574111066719935,0.7105263157894737,0.04187669639395115,0.13075060532687652,0.2134387351778656,0.16216216216216214,0.109375,0.07342657342657342,0.08786610878661087,0.8498293515358362,0.1537511577647422,0.26039215686274514,0.2778822669823582,0.2877856955396637,0.13807428105136732,0.6943457410180287,0.1658144631117604,0.23223194209189105
train_metrics,Is_Male_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Is_Male_x_Race_4.0,random_forest,AST,0.19040662283905527,0.01937046004842615,0.5263157894736842,0.037365716954694074,0.14405986903648269,0.30434782608695654,0.19555555555555554,0.12275449101796407,0.14335664335664336,0.13225806451612904,0.8560250391236307,0.16887928372954616,0.28210417741103666,0.2855524648066259,0.28572488566170756,0.16182087860935382,0.7017626819694955,0.19040662283905527,0.2564772687328046
train_metrics,Is_Male_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Is_Male_x_Race_5.0,random_forest,AST,0.20306793279766253,0.02062780269058296,0.6052631578947368,0.0398959236773634,0.1414027149321267,0.24703557312252963,0.1798561151079137,0.14615384615384616,0.13286713286713286,0.13919413919413923,0.8526603001364257,0.19296079036739736,0.3147029204431017,0.29021116597824537,0.2945316635629492,0.16841227460562952,0.7004344287562754,0.20306793279766253,0.2807819740854186
train_metrics,Is_Male_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Is_Male_x_Race_nan,random_forest,AST,0.19576333089846604,0.01972386587771203,0.5263157894736842,0.038022813688212934,0.14313346228239845,0.2924901185770751,0.19220779220779222,0.11733333333333333,0.15384615384615385,0.13313161875945537,0.8537313432835821,0.17659771534424204,0.29265796878997186,0.2834805011942565,0.2873124443102888,0.1640050483613581,0.699468638897116,0.19576333089846604,0.26446108609042374
train_metrics,Race_1.0_x_Race_2.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_1.0_x_Race_2.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_1.0_x_Race_3.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_1.0_x_Race_3.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_1.0_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_1.0_x_Race_4.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_1.0_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_1.0_x_Race_5.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_1.0_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_1.0_x_Race_nan,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_2.0_x_Race_3.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_2.0_x_Race_3.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_2.0_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_2.0_x_Race_4.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_2.0_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_2.0_x_Race_5.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_2.0_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_2.0_x_Race_nan,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_3.0_x_Race_4.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_3.0_x_Race_4.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_3.0_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_3.0_x_Race_5.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_3.0_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_3.0_x_Race_nan,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_4.0_x_Race_5.0,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_4.0_x_Race_5.0,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_4.0_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_4.0_x_Race_nan,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
train_metrics,Race_5.0_x_Race_nan,random_forest,AST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_metrics,Race_5.0_x_Race_nan,random_forest,AST,0.16897979060141222,0.019632414369256473,0.618421052631579,0.03805668016194332,0.14218009478672985,0.23715415019762845,0.17777777777777776,0.13448275862068965,0.13636363636363635,0.13541666666666666,0.842832469775475,0.15066378511886386,0.25563122053431114,0.2847819343880377,0.2856506560779269,0.1517205862851747,0.6919482907286169,0.16897979060141222,0.23364172223646548
